,Date,Incident
10,"Daily Service Report for Wednesday, May 14, 2014","
12:54 A Franconia-Springfield-bound Blue Line train at Arlington Cemetery was delayed 5 minutes due to a signal problem.    "
11,"Daily Service Report for Wednesday, May 14, 2014","
1:04 p.m. A Largo Town Center-bound Blue Line train at L'Enfant Plaza was offloaded due to a brake problem. A New Carrollton-bound Orange Line train was offloaded and used to move the disabled train off the line. Several trains were single tracked around the incident train. Passengers experienced a 15-minute delay.     "
12,"Daily Service Report for Wednesday, May 14, 2014","
1:14 p.m. A Shady Grove-bound Red Line train at Friendship Heights was offloaded due to a door problem. Passengers experienced a 6-minute delay.    "
13,"Daily Service Report for Wednesday, May 14, 2014","
1:22 p.m. A Vienna-bound Orange Line train at Clarendon was delayed 6 minutes due to an operational problem.    "
14,"Daily Service Report for Wednesday, May 14, 2014","
2:27 p.m. A Greenbelt-bound Green Line train at College Park was offloaded due to a brake problem. Passengers experienced a 12-minute delay.    "
15,"Daily Service Report for Wednesday, May 14, 2014","
4:29 p.m. A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.    "
16,"Daily Service Report for Wednesday, May 14, 2014","
5:05 p.m. A Greenbelt-bound Green Line train at Gallery Place was delayed 4 minutes due to police activity.    "
17,"Daily Service Report for Wednesday, May 14, 2014","
7:13 p.m. A Vienna-bound Orange Line train at East Falls Church was offloaded due to an equipment problem. Passengers experienced a 12-minute delay.    "
18,"Daily Service Report for Wednesday, May 14, 2014","
7:40 p.m. A Greenbelt-bound Green Line train at Branch Avenue was delayed 4 minutes due to a door problem.    "
19,"Daily Service Report for Wednesday, May 14, 2014","
"
20,"Daily Service Report for Wednesday, May 14, 2014",
21,"Daily Service Report for Wednesday, May 14, 2014","Report Archives

"
0,"Daily Service Report for Tuesday, May 13, 2014",6:48 a.m. A Glenmont-bound Red Line train at Bethesda was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    
1,"Daily Service Report for Tuesday, May 13, 2014","
6:50 a.m. A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.    "
2,"Daily Service Report for Tuesday, May 13, 2014","
7:40 a.m. A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 6-minute gap in service.    "
3,"Daily Service Report for Tuesday, May 13, 2014","
8:30 a.m. A Branch Avenue-bound Green Line train at Fort Totten did not service the station due to an operational problem.  Passengers experienced a 6-minute delay.    "
4,"Daily Service Report for Tuesday, May 13, 2014","
10:00 a.m. A Franconia-Springfield-bound Blue Line train at Metro Center was offloaded due to an equipment problem. Passengers experienced a 12-minute delay.    "
5,"Daily Service Report for Tuesday, May 13, 2014","
11:20 a.m. A New Carrollton-bound Orange Line train at Cheverly was delayed 4 minutes due to a signal problem.    "
6,"Daily Service Report for Tuesday, May 13, 2014","
11:46 a.m. A Silver Spring-bound Red Line train at Shady Grove did not operate, resulting in a 6-minute gap in service.    "
7,"Daily Service Report for Tuesday, May 13, 2014","
12:28 p.m. A Greenbelt-bound Green Line train at West Hyattsville was delayed 14 minutes due to a track problem.    "
8,"Daily Service Report for Tuesday, May 13, 2014","
2:32 p.m. A Vienna-bound Orange Line train outside Stadium Armory was delayed due to an equipment problem. A Franconia-Springfield-bound Blue Line train was offloaded at Benning Road and used to move the train to the platform and the disabled train was offloaded.  Several trains were single tracked around the incident train. Passengers experienced delays up to 35 minutes.    "
9,"Daily Service Report for Tuesday, May 13, 2014","
3:37 p.m. A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service.    "
10,"Daily Service Report for Tuesday, May 13, 2014","
3:50 p.m. A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service.    "
11,"Daily Service Report for Tuesday, May 13, 2014","
 3:51 p.m. A Franconia-Springfield-bound Blue Line train at Van Dorn Street was delayed 4 minutes due to a brake problem.    "
12,"Daily Service Report for Tuesday, May 13, 2014","
3:53 p.m. A Shady Grove-bound Red Line train at Metro Center was offloaded due to an equipment problem. Passengers experienced a 3-minute delay.    "
13,"Daily Service Report for Tuesday, May 13, 2014","
3:56 p.m. A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service.    "
14,"Daily Service Report for Tuesday, May 13, 2014","
4:32 p.m. A Mt. Vernon Square-bound Yellow Line train at Braddock Road was offloaded due to a brake problem. Passengers experienced a 3-minute delay.    "
15,"Daily Service Report for Tuesday, May 13, 2014","
4:35 p.m. A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service.    "
16,"Daily Service Report for Tuesday, May 13, 2014","
5:11 p.m. A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.    "
17,"Daily Service Report for Tuesday, May 13, 2014","
5:50 p.m. A New Carrollton-bound Orange Line train at L'Enfant Plaza was delayed 4 minutes due to an operational problem.    "
18,"Daily Service Report for Tuesday, May 13, 2014","
6:12 p.m. A New Carrollton-bound Orange Line train at Landover was expressed for schedule adherence/improved train spacing.    "
19,"Daily Service Report for Tuesday, May 13, 2014","
8:21 p.m. A Glenmont-bound Red Line train at Tenleytown was delayed 6 minutes due to a door problem.    "
20,"Daily Service Report for Tuesday, May 13, 2014","
"
21,"Daily Service Report for Tuesday, May 13, 2014",
22,"Daily Service Report for Tuesday, May 13, 2014","Report Archives

"
0,"Daily Service Report for Monday, May 12, 2014","6:41 a.m. A Mt. Vernon Square-bound Yellow Line train at Huntington did not operate, resulting in a 6-minute gap in service.    "
1,"Daily Service Report for Monday, May 12, 2014","
7:38 a.m. A Grosvenor-bound Red Line train at Farragut North was offloaded due to a brake problem. Passengers experienced a 9-minute delay.    "
2,"Daily Service Report for Monday, May 12, 2014","
7:42 a.m. A Shady Grove-bound Red Line train at NoMa-Gallaudet did not service the station due to an operational problem.  Passengers experienced an 8-minute delay.    "
3,"Daily Service Report for Monday, May 12, 2014","
8:36 a.m. A Grosvenor-bound Red Line train at Rhode Island Avenue was offloaded due to a brake problem. Passengers experienced a 4-minute delay.    "
4,"Daily Service Report for Monday, May 12, 2014","
3:01 p.m. A Grosvenor-bound Red Line train at Takoma was offloaded due to an equipment problem. Passengers experienced a 3-minute delay.    "
5,"Daily Service Report for Monday, May 12, 2014","
4:49 p.m. A Mt. Vernon Square-bound Yellow Line train at Eisenhower Avenue was delayed 5 minutes due to a signal problem.    "
6,"Daily Service Report for Monday, May 12, 2014","
4:50 p.m. A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 4-minute gap in service.    "
7,"Daily Service Report for Monday, May 12, 2014","
5:27 p.m. A New Carrollton-bound Orange Line train at Capitol South was offloaded due to a brake problem. Several trains were single tracked around the incident train. Passengers experienced delays up to 40 minutes.     "
8,"Daily Service Report for Monday, May 12, 2014","
5:43 p.m. A Franconia-Springfield-bound Blue Line train at Braddock Road did not service the station due to an operational problem.  Passengers experienced a 6-minute delay.    "
9,"Daily Service Report for Monday, May 12, 2014","
6:53 p.m. A Glenmont-bound Red Line train at NoMa-Gallaudet was offloaded due to a brake problem. Passengers experienced a 4-minute delay.    "
10,"Daily Service Report for Monday, May 12, 2014","
8:47 p.m. A Largo Town Center-bound Blue Line train at Braddock Road was offloaded due to an equipment problem. Passengers experienced a 12-minute delay.    "
11,"Daily Service Report for Monday, May 12, 2014","
10:51 p.m. A Franconia-Springfield-bound Blue Line train at L'Enfant Plaza was delayed 6 minutes due to an unauthorized person on the track.    "
12,"Daily Service Report for Monday, May 12, 2014",
13,"Daily Service Report for Monday, May 12, 2014","Report Archives

"
0,"Daily Service Report for Sunday, May 11, 2014",7:21 a.m. A Huntington-bound Yellow Line train at L'Enfant Plaza was delayed 7 minutes due to a door problem.    
1,"Daily Service Report for Sunday, May 11, 2014","
8:59 a.m. A Greenbelt-bound Green Line train at Naylor Road was offloaded due to a brake problem. Passengers experienced a 9-minute delay.    "
2,"Daily Service Report for Sunday, May 11, 2014","
11:11 a.m. A Van Ness-bound Red Line train at NoMa-Gallaudet was offloaded due to a brake problem. Passengers experienced a 5-minute delay.    "
3,"Daily Service Report for Sunday, May 11, 2014","
11:31 a.m. A Fort Totten-bound Yellow Line train at U Street was offloaded due to a brake problem. Passengers experienced a 15-minute delay.    "
4,"Daily Service Report for Sunday, May 11, 2014","
12:00 p.m. A NoMa-Gallaudet-bound Red Line train at Farragut North was delayed 13 minutes due to a suspicious package.     "
5,"Daily Service Report for Sunday, May 11, 2014","
4:58 p.m. A Glenmont-bound Red Line train at Takoma was offloaded due to a brake problem. Passengers experienced a 16-minute delay.     "
6,"Daily Service Report for Sunday, May 11, 2014","
8:08 p.m. A Largo Town Center-bound Blue Line train outside King Street was delayed 8 minutes due to a signal problem.    "
7,"Daily Service Report for Sunday, May 11, 2014","
9:20 p.m. A Glenmont-bound Red Line train at Friendship Heights was offloaded due to a brake problem. Passengers experienced an 18-minute delay.     "
8,"Daily Service Report for Sunday, May 11, 2014","
"
9,"Daily Service Report for Sunday, May 11, 2014",
10,"Daily Service Report for Sunday, May 11, 2014","Report Archives

"
0,"Daily Service Report for Saturday, May 10, 2014",12:15 a.m. A New Carrollton-bound Orange Line train at East Falls Church was delayed 27 minutes due to a signal problem.    
1,"Daily Service Report for Saturday, May 10, 2014","
7:19 a.m. A Vienna-bound Orange Line train at New Carrollton was delayed 9 minutes due to moving track equipment.    "
2,"Daily Service Report for Saturday, May 10, 2014","
7:26 a.m. A Largo Town Center-bound Blue Line train at Stadium-Armory was offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced a 14-minute delay.     "
3,"Daily Service Report for Saturday, May 10, 2014","
10:28 a.m. A Greenbelt-bound Green Line train at College Park was delayed 5 minutes due to an operational problem.    "
4,"Daily Service Report for Saturday, May 10, 2014","
10:56 a.m. A Largo Town Center-bound Blue Line train outside King Street was delayed 5 minutes due to a signal problem.    "
5,"Daily Service Report for Saturday, May 10, 2014","
11:00 a.m. A Fort Totten-bound Yellow Line train at L'Enfant Plaza was delayed 8 minutes due to an operational problem.    "
6,"Daily Service Report for Saturday, May 10, 2014","
6:32 p.m. A Largo Town Center-bound Blue Line train at Rosslyn was offloaded due to a brake problem. Passengers experienced a 14-minute delay.     "
7,"Daily Service Report for Saturday, May 10, 2014","
7:35 p.m. A Glenmont-bound Red Line train at Farragut North was offloaded due to a brake problem. Passengers experienced a 20-minute delay.    "
8,"Daily Service Report for Saturday, May 10, 2014","
8:33 p.m. A New Carrollton-bound Orange Line train at Stadium-Armory was offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced a 24-minute delay.    "
9,"Daily Service Report for Saturday, May 10, 2014","
"
10,"Daily Service Report for Saturday, May 10, 2014",
11,"Daily Service Report for Saturday, May 10, 2014","Report Archives

"
0,"Daily Service Report for Friday, May 9, 2014",5:49 a.m. A Franconia-Springfield-bound Blue Line train at Ronald Reagan Washington National Airport was offloaded due to a brake problem. Passengers experienced a 12-minute delay.    
1,"Daily Service Report for Friday, May 9, 2014","
7:16 a.m. A Mt. Vernon Square-bound Yellow Line train at Ronald Reagan Washington National Airport was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
